precision_5,precision_10,precision_20,recall_5,recall_10,recall_20
0.01923937360178973,0.01749440715883671,0.015704697986577185,0.002052801352214541,0.003601206366768265,0.006664794461352709
0.03149888143176743,0.032170022371364695,0.029306487695749332,0.003875770502911295,0.007904062977675532,0.014218478658954384
0.05046979865771839,0.04657718120805352,0.04272930648769552,0.007071701576905014,0.01297320182144361,0.02189975585991533
0.056017897091722925,0.0545413870246083,0.05138702460850086,0.00834008459081492,0.015896652838604034,0.028474175007561685
0.06720357941834453,0.06353467561521221,0.05709172259507795,0.010332317232950715,0.01888771221194465,0.033515832046997165
0.08134228187919437,0.07458612975391457,0.06485458612975391,0.012982893499894562,0.022690641702335722,0.03967924664349414
0.09029082774049185,0.08612975391498832,0.07431767337807627,0.01481372236894907,0.026870483173856166,0.046258242818236754
0.09771812080536871,0.09302013422818732,0.08190156599552599,0.016280664382073186,0.03033710184478278,0.05200907154648737
0.10568232662192356,0.09838926174496578,0.08637583892617466,0.018012412949130415,0.03384390923812583,0.056171650748466355
0.11069351230425005,0.10322147651006645,0.09051454138702479,0.0193724999186743,0.03642594419471329,0.060593302936507484
0.11597315436241544,0.10782997762863468,0.09364653243847892,0.021099216677902592,0.03891350194211625,0.06357420667552481
0.12026845637583809,0.11221476510067033,0.09689038031319931,0.021833731521686186,0.04082275308086901,0.06691121538339928
0.12420581655480896,0.11753914988814258,0.10087248322147678,0.023395687806631843,0.042614233247506295,0.07123106222575093
0.1319015659955248,0.12366890380313167,0.10460850111856848,0.024904062158319955,0.04522974103492878,0.07443264312483458
0.13628635346756054,0.12765100671140928,0.10807606263982138,0.026161174807187465,0.04741597740494264,0.07708835474828628
0.1411185682326611,0.13194630872483196,0.11143176733780795,0.027441522422393387,0.04969699357336236,0.0802158599151382
0.14568232662192293,0.13543624161073795,0.11465324384787505,0.029023209212910232,0.05078329763480551,0.08346352446685573
0.14729306487695648,0.13910514541387003,0.11724832214765132,0.029380783942663264,0.052964705735974726,0.0858737010774988
0.15105145413870133,0.14237136465324365,0.11986577181208094,0.030498549573678663,0.05476058995986146,0.08877794932683901
0.15480984340044635,0.1446532438478747,0.12203579418344565,0.03224721816568091,0.05602882003620514,0.09080700162960151
0.15955257270693396,0.14809843400447434,0.12425055928411678,0.033189290817127445,0.05799626830024445,0.09297840899108312
0.16420581655480868,0.15038031319910533,0.1255928411633114,0.035186745180170224,0.05932968942825658,0.09377673248030013
0.1654586129753903,0.15234899328859083,0.12731543624161118,0.03588076643061664,0.06017354536033958,0.09562756932916903
0.16653243847874608,0.15378076062639842,0.1289709172259514,0.03612504647615853,0.061779188905342265,0.0972757930867913
0.16859060402684445,0.15597315436241618,0.1305592841163317,0.03678841408811945,0.06277437433403521,0.09951834320388607
0.16957494407158716,0.15753914988814333,0.1317449664429536,0.0372440996299881,0.0637312880900766,0.10106553624215497
0.17181208053691147,0.1593736017897094,0.13266219239373672,0.037804160691031694,0.0654630451241665,0.10216570698603056
0.17395973154362285,0.16085011185682338,0.13409395973154434,0.03873622005481639,0.06609510305533953,0.10340984397443358
0.17503355704697857,0.16241610738255058,0.13485458612975473,0.03940246072934673,0.06745279526182875,0.1047295185895282
0.1761073825503342,0.16353467561521276,0.13583892617449744,0.03969072495864499,0.0680651262116847,0.1060524738597022
0.17897091722594932,0.1655480984340048,0.1371588366890389,0.040888478282618615,0.0685951277927008,0.10739267454149314
0.1804921700223699,0.16527964205816575,0.13787472035794263,0.04201927268753234,0.06922289733146744,0.10809365987334854
0.18192393736017742,0.1666666666666669,0.1394407158836697,0.042951806601815135,0.07017998206589525,0.10959989400766167
0.1836241610738239,0.16733780760626416,0.13979865771812153,0.04307521878636695,0.07036746295484783,0.11011362649703697
0.18434004474272775,0.16769574944071605,0.14071588366890453,0.04348012988315085,0.07110250052433852,0.11073681030681819
0.18639821029082623,0.16876957494407163,0.14145413870246154,0.04391014987221462,0.07163709099359193,0.11226514592542872
0.18693512304250406,0.16944071588366896,0.14203579418344592,0.04428866129198185,0.07160327746769216,0.11303002085070414
0.18747203579418195,0.17029082774049228,0.14250559284116407,0.044042083975631516,0.07186928097097521,0.11386030693066053
0.1880984340044727,0.171275167785235,0.14348993288590683,0.04415811552772823,0.0722616657728149,0.11499935903966356
0.18836689038031162,0.17163310961968692,0.1438478747203587,0.04433550895181802,0.07304031541109944,0.11571918869034287
0.1882774049216987,0.17234899328859074,0.14449664429530285,0.044361674865419365,0.0733878632238656,0.11660368152994774
0.18953020134228027,0.17297539149888164,0.14503355704698073,0.04485853249871014,0.07439949634448498,0.1176235310837603
0.19078299776286198,0.1741387024608504,0.1454809843400457,0.04490941634948999,0.0748744253788405,0.11821157259901098
0.19239373601789544,0.17427293064876975,0.14615212527964305,0.044638785662902185,0.07526618715735349,0.11892120525436092
0.19239373601789558,0.17476510067114118,0.14673378076062737,0.045222010369933154,0.07550581624079664,0.1191002702568699
0.19284116331096035,0.17557046979865792,0.14744966442953114,0.04547110789697457,0.07607312419967727,0.12003982929969334
0.19328859060402526,0.17637583892617473,0.14762863534675713,0.045568978314386416,0.0764147925151058,0.12039767790499295
0.19364653243847715,0.17659955257270724,0.1482326621923947,0.0453536792789306,0.07685362698415056,0.12088383920690736
0.19463087248321997,0.17753914988814354,0.14838926174496736,0.045665966617231483,0.0776085627896696,0.12132524001271874
0.19445190156599396,0.1772706935123046,0.14921700223713744,0.0456206398483049,0.07757335254982511,0.12196910312503886
0.19525727069351076,0.17852348993288625,0.1492617449664439,0.046264332131971724,0.0784115669302539,0.12371014541109933
0.19615212527964043,0.17914988814317703,0.1496420581655491,0.046162575610934994,0.07861908581782216,0.12444895445548639
0.19561521252796263,0.17937360178970946,0.14995525727069445,0.0458129046714445,0.07902949750873282,0.12490875267403424
0.1957046979865756,0.18004474272930684,0.15035794183445278,0.045838148466987465,0.07920319366693765,0.12550639643933534
0.19597315436241453,0.18058165548098476,0.1509172259507839,0.04601451597019836,0.07919991362093275,0.12591359350693096
0.19704697986577027,0.18080536912751707,0.1507606263982111,0.04641033858948551,0.07984760960850922,0.12642713444852696
0.19677852348993127,0.18129753914988833,0.15096196868009026,0.04661165419346643,0.0798756484773424,0.12657245427814626
0.19767337807606106,0.18165548098434023,0.15136465324384865,0.04705031262112021,0.07964481334331214,0.1270014727838877
0.19883668903802976,0.18129753914988844,0.1515212527964214,0.047396850375664094,0.07937929193394141,0.12711705322060762
0.19955257270693355,0.1820134228187922,0.1516778523489941,0.04767873309368614,0.07935403101989791,0.12726588974730868
0.1999105145413855,0.18268456375838948,0.15246085011185762,0.04790415546380855,0.07979053344484542,0.12817932214575273
0.1997315436241595,0.18268456375838948,0.152125279642059,0.047916455444853595,0.08026289323504755,0.12812331802905352
0.2012527964205802,0.18353467561521278,0.15255033557047057,0.04831598189222689,0.08042383307705243,0.1285046237360864
0.20143176733780616,0.18313199105145436,0.15279642058165616,0.04864533816689162,0.08032952488426853,0.12845043965023642
0.20214765100671,0.18366890380313222,0.15293064876957566,0.0485994278921417,0.08083773740552393,0.12815566414753551
0.20348993288590456,0.18389261744966467,0.15319910514541454,0.049840705797119786,0.08206900540072562,0.1288859845499316
0.20304250559283976,0.18469798657718148,0.15337807606264053,0.04932698614489181,0.08243208292456781,0.1288222098539247
0.20411633109619545,0.184563758389262,0.1534004474272938,0.04956198431962069,0.08247704110634742,0.12951010262797188
0.20384787472035645,0.18469798657718145,0.1539149888143184,0.04949845107214582,0.08226684667927364,0.13016562386099093
0.20402684563758247,0.18514541387024633,0.15427293064877035,0.04949569108727881,0.08302093125273477,0.13095496783629962
0.20438478747203442,0.1852348993288594,0.1543847874720366,0.04975478981156655,0.08317700124272016,0.13149776470583446
0.20465324384787334,0.18550335570469825,0.15487695749440789,0.049650778810531586,0.0837418262091289,0.13199189381992119
0.2051901565995512,0.18599552572706962,0.15454138702460932,0.05015656019265248,0.08452553063408971,0.13203342652665234
0.20572706935122897,0.18635346756152152,0.15510067114094045,0.05043191509354327,0.0848330617820071,0.13289978731828
0.20626398210290683,0.18666666666666687,0.1551901565995535,0.05088489459075745,0.0849148578453832,0.13285495301696354
0.2060850111856809,0.1872930648769577,0.15527964205816633,0.05082788663899142,0.0852311460704551,0.13281055169872108
0.2064429530201327,0.18751677852349002,0.1554138702460858,0.05138607771654617,0.08561419730606715,0.13358760097588862
0.20715883668903648,0.1874272930648773,0.15543624161073913,0.05137131267221618,0.0858094411159035,0.1342424387995317
0.20715883668903645,0.1880984340044745,0.1562639821029091,0.051795574081444654,0.0859555571816546,0.1344278634461824
0.2068903803131975,0.18845637583892638,0.1558836689038039,0.05196177648509319,0.08613873862994803,0.1339028880628317
0.20823266219239214,0.18903803131991073,0.15610738255033635,0.05241959055844392,0.08654867146933118,0.1343069457050124
0.20769574944071417,0.1892170022371367,0.15644295302013506,0.052497504709962874,0.08701847663704608,0.13517647756735612
0.2085906040268441,0.1895749440715886,0.15664429530201432,0.05280770818069232,0.08650050093547766,0.13585220364519668
0.20832214765100512,0.19011185682326653,0.1566219239373611,0.05249882324104569,0.08746587858467425,0.13592278167331975
0.20832214765100518,0.19046979865771846,0.15684563758389344,0.052790513672026494,0.0876771937131273,0.13654000528600307
0.20868008948545713,0.1910961968680092,0.15675615212528046,0.053056807136168914,0.08827869275662434,0.13628358625068915
0.2092170022371349,0.19127516778523523,0.15749440715883753,0.05282646308148722,0.08823759134526404,0.13723221146138748
0.20876957494407,0.1914093959731546,0.1576733780760635,0.05311654447181527,0.08833006165917688,0.13790106377132855
0.20903803131990892,0.19221476510067143,0.15787472035794264,0.052706707577374105,0.08875472804387143,0.1383500827226331
0.20885906040268307,0.19114093959731576,0.15805369127516858,0.052429490625473064,0.08883678927211622,0.13819746296859528
0.2086800894854571,0.19154362416107415,0.1580536912751686,0.0526637938600648,0.08840761607512934,0.13892055368460185
0.20859060402684412,0.1915883668903807,0.15821029082774143,0.052575600146866144,0.08847124857732655,0.1386028707790822
0.2084116331096181,0.19234899328859104,0.15809843400447518,0.05234180973642247,0.08962679147711014,0.13794023430541025
0.20885906040268296,0.19270693512304293,0.15841163310962053,0.052531978008243725,0.08940063663614031,0.13809131623279755
0.20939597315436087,0.19284116331096235,0.15888143176733868,0.05252615370879695,0.0896086885238691,0.1396288103274209
0.21038031319910358,0.19248322147651045,0.15914988814317768,0.05333629921645046,0.09008118907522282,0.1393744924012501
0.20984340044742572,0.19230425055928452,0.1590380313199114,0.05331993645691398,0.09005560823582327,0.13937507160316015
0.21064876957494238,0.1924832214765105,0.15917225950783082,0.05419323085338371,0.090821962121277,0.1405683954022683
0.21064876957494247,0.19302013422818834,0.1591275167785244,0.05364762242896741,0.09107835726255749,0.14011450839695785
0.21118568232662033,0.19284116331096246,0.15888143176733874,0.05384079835370255,0.09066099112374244,0.13955324170872016
0.2117225950782982,0.19266219239373647,0.15894854586129836,0.05386138169206078,0.09081910834112268,0.14006886653078518
0.2118120805369111,0.19328859060402726,0.1593512304250568,0.05406221546825742,0.09093489770521476,0.14063610074583047
0.21225950782997607,0.19346756152125322,0.15932885906040362,0.054194775795113184,0.09137019177385712,0.14094092172572661
0.21172259507829813,0.19306487695749483,0.1595302013422827,0.053704059654885575,0.09080360704196225,0.14158174158031897
0.212438478747202,0.19364653243847915,0.15977628635346838,0.05389880557520596,0.09120564132704734,0.14243463622336852
0.21360178970917054,0.19346756152125336,0.15997762863534778,0.05474720389023717,0.09130403120526207,0.14246437062936151
0.21440715883668737,0.1935570469798662,0.15932885906040362,0.055005439728949085,0.09168045077292189,0.14154765100965352
0.21422818791946144,0.19355704697986623,0.15984340044742817,0.05438514315643398,0.0914680916930178,0.14204873847333163
0.21440715883668737,0.19413870246085052,0.1601342281879203,0.05445198475601591,0.09177822642577865,0.1425989171406934
0.2140492170022355,0.1944519015659959,0.16026845637583978,0.054928541994238224,0.0924377288927638,0.14293326844371232
0.2142281879194615,0.19436241610738303,0.16013422818792036,0.05546641951884049,0.09281866329382644,0.1429458478539831
0.2148545861297522,0.19458612975391545,0.1605369127516788,0.05605881137568497,0.09303791163017762,0.14302897938895043
0.21494407158836512,0.19404921700223757,0.16017897091722696,0.05562905276529932,0.09268914859387675,0.14300896086413442
0.21485458612975214,0.1944071588366895,0.16015659955257366,0.055967112693505496,0.09294616688724135,0.14353765940508337
0.21494407158836512,0.1944071588366894,0.1606935123042516,0.0562835573503732,0.09278415207590528,0.14344920550229148
0.21503355704697813,0.19467561521252838,0.16062639821029187,0.056218539982900356,0.09296731498019105,0.14402304741731345
0.21530201342281707,0.1951230425055933,0.16089485458613081,0.05594490016043257,0.09306895548917943,0.14421625815402384
0.21494407158836507,0.19489932885906083,0.16109619686801008,0.0563694148447488,0.09352300318739565,0.14452180379216098
0.21539149888143,0.19534675615212582,0.1608948545861309,0.05626402360669655,0.09358157703654647,0.1446747831609705
0.21557046979865593,0.19498881431767393,0.16082774049217113,0.05634921182420096,0.09300645503863234,0.14471126284791042
0.21530201342281705,0.1951230425055933,0.16098434004474382,0.055917980963932454,0.09310766456925684,0.14477469650673802
0.21521252796420404,0.19516778523489983,0.16120805369127622,0.05601743787931975,0.0932769771089808,0.14523099161677697
0.21628635346755978,0.19565995525727117,0.1614988814317685,0.05620808748521713,0.09429741208153933,0.1458425349482706
0.21727069351230258,0.19597315436241655,0.1617002237136477,0.05670109527499808,0.09435534661303914,0.14546201510210383
0.21646532438478575,0.19615212527964254,0.16174496644295427,0.05623830404099633,0.09452611085660748,0.14581164100677618
0.21610738255033382,0.19615212527964251,0.16156599552572826,0.056410582675303925,0.09459052276045482,0.14610425600058097
0.21592841163310791,0.1961521252796425,0.162192393736019,0.05619903904694864,0.09376386192948849,0.14690190275752874
0.21664429530201162,0.19642058165548143,0.16210290827740614,0.05652581068980427,0.09384785199422944,0.14714512062584692
0.2169127516778505,0.19628635346756199,0.16183445190156717,0.05619940147775907,0.09432131612363104,0.1469017634702069
0.2163758389261727,0.1963310961968685,0.16243847874720468,0.056289368376617785,0.0939180501245201,0.14749003257038049
0.2162863534675597,0.19637583892617488,0.1625279642058176,0.056188611466684885,0.09467819092361968,0.14791552387118848
0.21664429530201162,0.1968680089485462,0.16250559284116434,0.05646061606678188,0.09453485974374932,0.14845864530048852
0.21655480984339867,0.19668903803132026,0.16248322147651123,0.056341209472252664,0.09448586304919775,0.14871602438777354
0.21691275167785048,0.19659955257270723,0.16275167785235017,0.05675436255731306,0.09466667481735258,0.14856701350851287
0.2165548098433986,0.19686800894854628,0.1626845637583903,0.05656761936541152,0.0949004240013375,0.1484307220916852
0.21664429530201162,0.19691275167785272,0.1625950782997774,0.05630276986655625,0.09477562042870075,0.14882195302399562
0.21771812080536732,0.19713646532438509,0.16250559284116434,0.05676599277076079,0.09500232656340411,0.14869723860073789
0.21762863534675436,0.19673378076062678,0.1629082774049228,0.05671254077241498,0.09472792346693115,0.14899567518551024
0.21798657718120623,0.19695749440715918,0.1629753914988825,0.05700202938597662,0.09527547460693668,0.14898597315810477
0.2178076062639803,0.1967785234899333,0.16299776286353573,0.05691715959930914,0.0953906117459928,0.1488438185521918
0.21780760626398027,0.19709172259507865,0.16290827740492286,0.05687714275376312,0.09549888135235064,0.14948065199647362
0.21771812080536734,0.19713646532438522,0.16357941834452014,0.05694357780574077,0.09566080871780483,0.14984339511179293
0.21906040268456195,0.19700223713646572,0.16288590604026945,0.057487170311102995,0.09610065059913282,0.1493654792318154
0.21843400447427114,0.19758389261745005,0.16335570469798766,0.057022730179511046,0.095964201534965,0.1498241925852862
0.21771812080536732,0.1971364653243852,0.16333333333333444,0.05689229622629329,0.09629659947660647,0.15031929568577498
0.21861297539149707,0.19722595078299815,0.1635346756152135,0.057542247655903205,0.09648006976647476,0.1504028836545786
0.2181655480984322,0.19700223713646567,0.16346756152125377,0.05753377278113425,0.09633998886240559,0.15043636043742303
0.21834451901565816,0.19753914988814353,0.16355704697986678,0.05722378653923632,0.09683883479205302,0.15047547600037262
0.21888143176733602,0.19731543624161116,0.16355704697986687,0.05762101472435048,0.09670208976967942,0.15058801536549984
0.21879194630872312,0.19758389261745007,0.16355704697986687,0.05770646508945445,0.09659207652994756,0.15097989031519574
0.21941834451901396,0.19767337807606317,0.16353467561521362,0.05776068424187488,0.09617566319681299,0.15106095581379647
0.21932885906040103,0.19771812080536955,0.16326621923937462,0.05779951617728485,0.0964592961134707,0.151093127817731
0.2185234899328842,0.19727069351230475,0.16351230425056035,0.057477159175552094,0.09644741130897025,0.15183194229189384
0.2188814317673361,0.1978523489932889,0.16371364653243972,0.05749345235411428,0.09704207962094487,0.15182305665360407
0.219060402684562,0.19758389261745005,0.1637136465324396,0.057632677981091486,0.09686211326362866,0.15222418291290038
0.21888143176733607,0.19762863534675648,0.1634899328859071,0.05756220748976707,0.09713144366333373,0.15239844483728207
0.21897091722594908,0.19771812080536955,0.1639149888143188,0.057464136429020346,0.09703215768418881,0.1518350624921208
0.21914988814317496,0.1980313199105149,0.1638926174496656,0.05791812415759361,0.09719936279565114,0.15235740621741242
0.21879194630872312,0.19847874720357978,0.16418344519015776,0.05766743620204703,0.0977783482943998,0.1528905009287997
0.21906040268456206,0.1986129753914992,0.16389261744966555,0.057936126358920606,0.09781082966860137,0.15320688606840355
0.2195078299776269,0.19879194630872518,0.1639149888143188,0.05849892421409297,0.09800980945465841,0.15310155462761393
0.2198657718120788,0.19914988814317713,0.1638926174496656,0.05854582714618473,0.09798129305487409,0.15252038887086702
0.21870246085011008,0.1987919463087252,0.16413870246085122,0.05807317224680988,0.0979990958140633,0.15392793110222636
0.21914988814317501,0.1987919463087252,0.16387024608501227,0.05874680708685466,0.09886123015754383,0.1532799973196342
0.219149888143175,0.19879194630872526,0.1641387024608512,0.05816890870160447,0.09856812493594315,0.15355667932154768
0.21950782997762694,0.19932885906040318,0.16447427293064998,0.05858648780548906,0.09945464159486833,0.1542535160861575
0.21959731543623998,0.19932885906040315,0.16425055928411747,0.058715896802650554,0.09915461320897653,0.15432205596845147
0.21959731543623995,0.19937360178970961,0.16418344519015765,0.05876866279618106,0.0994733987352247,0.15448284259423822
0.22004474272930488,0.1991946308724836,0.1640715883668914,0.05923975262144363,0.09912969348338449,0.15436817820629511
0.22022371364653084,0.19897091722595117,0.16442953020134332,0.05958092594319127,0.09892886974660858,0.154615792888643
0.22004474272930485,0.1993736017897096,0.1645190156599563,0.060033399376180935,0.10022363154523638,0.15485220481347742
0.2203131991051438,0.19901565995525766,0.16440715883669016,0.05995997526003954,0.10012940529325216,0.1546509337683498
0.22085011185682163,0.1993288590604031,0.164765100671142,0.06056094826748925,0.10027353985116726,0.15508237134990413
0.22085011185682163,0.19946308724832262,0.16456375838926282,0.06034114164609216,0.10050477544745633,0.15505864220104235
0.22093959731543458,0.1996420581655486,0.16442953020134335,0.06060519227424927,0.10059534234837028,0.15500552456188618
0.2217449664429514,0.19991051454138745,0.1645637583892628,0.061070300159066095,0.10109069771773306,0.15536240349361138
0.22111856823266057,0.2002684563758394,0.16478747203579525,0.06026150503156329,0.10146385596206005,0.15549673657311597
0.22174496644295144,0.2002237136465329,0.1649217002237148,0.060937676903538365,0.10131148483231353,0.15559751763319557
0.22111856823266057,0.20031319910514586,0.16460850111856934,0.060258607136161914,0.10121731422559088,0.15570913516878157
0.2208501118568217,0.20008948545861346,0.16478747203579536,0.06072340227707244,0.10130334919775878,0.1556493568734788
0.22174496644295144,0.2003131991051458,0.16485458612975504,0.06069587213725357,0.10110187496656428,0.15604862181260892
0.22192393736017738,0.20004474272930692,0.16474272930648873,0.06112093528433139,0.10144848099181264,0.15544310666335828
0.22210290827740334,0.20004474272930692,0.16501118568232767,0.061093007078717065,0.10134652943992933,0.15577285909539118
0.2222818791946293,0.19986577181208104,0.1647427293064887,0.061247865817218375,0.10137455597923922,0.155625429448131
0.2218344519015644,0.20004474272930703,0.16485458612975493,0.061015154817390824,0.10161448652487479,0.1555663259949068
0.22237136465324225,0.19991051454138747,0.16465324384787575,0.06134214666746648,0.10114381348594698,0.15590126408749355
0.2221923937360163,0.19986577181208098,0.16469798657718226,0.06122831826556001,0.10125676618673471,0.15595445921935877
0.22246085011185524,0.1998210290827745,0.16472035794183548,0.06140506935826872,0.10163021125523172,0.1562237719565505
0.2229082774049201,0.20026845637583937,0.16492170022371472,0.06139041940071115,0.10208073259713568,0.15655194358168223
0.22317673378075897,0.20058165548098486,0.1647427293064887,0.061441311282302284,0.10214937124859383,0.1564073403006099
0.22272930648769404,0.20076062639821085,0.16510067114094065,0.06172809040879663,0.10264895804212351,0.156978544570935
0.22326621923937195,0.20017897091722656,0.16543624161073928,0.06169337489698105,0.10296803675051387,0.15747237836904043
0.22326621923937193,0.2006263982102914,0.16487695749440825,0.06182234083057383,0.10325623810810405,0.1570107972335196
0.2227293064876941,0.20040268456375893,0.16510067114094065,0.06167097706480126,0.10249470915781698,0.15768075165120748
0.22308724832214602,0.20067114093959776,0.16494407158836794,0.06175390174089076,0.1033340498324765,0.15767345682794323
